Location,Chao1,Temperature,pH,Latitude
Surface (s),113.25,20,9,38.862
Surface (s),211.12,20,9,38.862
Surface (s),72,20,9,38.862
Surface (s),486.7173913,20,9,38.862
Surface (s),2071.388235,20,9,38.862
Surface (s),1669.594771,20,9,38.862
Surface (s),1757.655629,20,9,38.862
Surface (s),379.0491803,20,9,38.862
Surface (s),433.7777778,20,9,38.862
Surface (s),611.1549296,20,9,38.862
Surface (s),76.36363636,20,9,38.862
Water (ns),877.5409836,20.9,9,53.167
Water (ns),698.8214286,20.9,9,53.167
Surface (ns),57.5,35,9,44.532
Surface (ns),74,35,9,44.532
Surface (ns),65.58333333,35,9,44.532
Surface (ns),61.5,35,9,44.532
Surface (ns),52.625,35,9,44.532
Surface (ns),64.5,35,9,44.532
Surface (ns),59.1,35,9,44.532
Surface (ns),67.27272727,35,9,44.532
Surface (ns),186.3913043,35,9,44.532
Surface (ns),216.6,35,9,44.532
Surface (ns),217.2325581,35,9,44.532
Surface (ns),280.625,35,9,44.532
Surface (ns),301.5192308,35,9,44.532
Surface (ns),91.5,40,9,44.532
Surface (ns),114.375,40,9,44.532
Surface (ns),51.5,40,9,44.532
Surface (ns),51.375,40,9,44.532
Surface (ns),56.5,40,9,44.532
Surface (ns),107,40,9,44.532
Surface (ns),93.04545455,40,9,44.532
Surface (ns),130.5517241,40,9,44.532
Surface (ns),258,40,9,44.532
Surface (ns),242.6923077,40,9,44.532
Surface (ns),279.92,40,9,44.532
Surface (ns),105.2142857,52,9,44.531
Surface (ns),83,52,9,44.531
Surface (ns),82.33333333,52,9,44.531
Surface (ns),82.66666667,52,9,44.531
Surface (ns),86,52,9,44.531
Surface (ns),73.2,52,9,44.531
Surface (ns),84.5,52,9,44.531
Surface (ns),96.5,52,9,44.531
Surface (ns),73.5,52,9,44.531
Surface (ns),95,52,9,44.531
Water (ns),196,19,9.03,53.333
Water (ns),501.1016949,19,9.03,53.333
Sediment (ns),2213,9.2,9.05,45.414297
Sediment (ns),2038.682796,16.1,9.05,45.942894
Water (ns),609.0597015,17,9.05,53.167
Water (ns),274.0833333,17,9.05,53.167
Sediment (ns),2099.180995,9.3,9.06,45.414297
Sediment (ns),2109.382022,10.3,9.07,45.652528
Sediment (ns),1911.882845,10.3,9.07,45.652528
Sediment (ns),2083.313559,10.7,9.09,45.183433
Sediment (ns),2066.276382,9.1,9.14,45.322819
Sediment (ns),1957.779412,9.2,9.2,45.322819
Sediment (ns),1978.015075,9.8,9.2,45.942894
Surface (ns),304.2264151,30.1,9.22,44.531
Surface (ns),319.8867925,30.1,9.22,44.531
Surface (ns),322.5581395,30.1,9.22,44.531
Surface (ns),367.0652174,30.1,9.22,44.531
Surface (ns),383.3,30.1,9.22,44.531
Surface (ns),307.7142857,30.1,9.22,44.531
Surface (ns),459.4366197,30.1,9.22,44.531
Surface (ns),559.0816327,30.1,9.22,44.531
Surface (ns),474.7183099,30.1,9.22,44.531
Surface (ns),283.75,30.1,9.22,44.531
Surface (ns),352.6666667,30.1,9.22,44.531
Surface (ns),326.525,30.1,9.22,44.531
Surface (ns),352,31.9,9.22,44.531
Surface (ns),343.12,31.9,9.22,44.531
Surface (ns),474.2173913,31.9,9.22,44.531
Surface (ns),388.0638298,31.9,9.22,44.531
Surface (ns),307.9230769,31.9,9.22,44.531
Surface (ns),313.3333333,31.9,9.22,44.531
Surface (ns),464.4482759,31.9,9.22,44.531
Surface (ns),479.3703704,31.9,9.22,44.531
Surface (ns),363.8653846,31.9,9.22,44.531
Surface (ns),213.8780488,31.9,9.22,44.531
Surface (ns),273.12,31.9,9.22,44.531
Surface (ns),277.0588235,31.9,9.22,44.531
Sediment (ns),1752.317919,11.1,9.36,45.414297
Sediment (ns),2170.217391,11.1,9.36,45.414297
Sediment (ns),1839.151659,15.6,9.37,45.183433
Sediment (ns),2019.886139,10.3,9.39,45.322819
Sediment (ns),1908.347368,10.2,9.4,45.322819
Sediment (ns),1964.041284,15.8,9.42,45.183433
Sediment (ns),2296.011364,13.1,9.48,45.652528
Sediment (ns),2331.64,13.2,9.52,45.652528
Water (ns),649.3,15.7,9.7,68.49592
Water (ns),141.5,7.6,9.8,68.622
Surface (s),4113.351682,70,10.1,30.123934
Surface (s),355.3333333,70,10.1,30.123934
Surface (s),172.4,70,10.1,30.123934
Surface (s),131.9090909,88,10.2,30.12397
Surface (s),578.5,88,10.2,30.12397
Surface (s),1239.621622,91,10.7,30.123889
Surface (s),58.33333333,91,10.7,30.123889
Surface (s),250.3030303,91,10.7,30.123889
Surface (s),318.65,55,10.97,30.123961
Surface (s),89,16.2,12.2,44.4216
Surface (s),61.75,16.2,12.2,44.4216
Surface (s),92.125,16.2,12.2,44.4216
Surface (s),106.25,16.2,12.2,44.4216
Surface (s),89.55,16.2,12.2,44.4216
Surface (s),822.2790698,18.7,12.2,44.597
Surface (s),332.6206897,18.7,12.2,44.597
Surface (s),277.5555556,18.7,12.2,44.597
Surface (s),221.5,18.7,12.2,44.597
Surface (s),1219.662983,18.7,12.2,44.597
Surface (s),1186.125,18.7,12.2,44.597
Surface (s),87.5,18.7,12.2,44.597
Surface (s),119.6153846,13.7,12.3,44.4453
Surface (s),182.0666667,13.7,12.3,44.4453
Surface (s),348.7567568,13.7,12.3,44.4453
Surface (s),249.6,19,12.3,44.4512
Surface (s),142.5,19,12.3,44.4512
